tempo(s),Vbb(V),Vbe(V),Vce(V)
0.2548,3.92,0.72,4.0
0.25520000000000004,3.92,0.72,4.0
0.2556,3.92,0.72,4.0
0.256,3.92,0.72,4.08
0.2564,3.92,0.72,4.08
0.25680000000000003,3.92,0.72,4.08
0.25720000000000004,3.92,0.72,4.08
0.2576,3.92,0.72,4.16
0.258,3.92,0.72,4.16
0.2584,3.84,0.72,4.16
0.25880000000000003,3.84,0.72,4.24
0.2592,3.84,0.72,4.24
0.2596,3.84,0.72,4.24
0.26,3.84,0.72,4.24
0.2604,3.84,0.72,4.32
0.26080000000000003,3.84,0.72,4.32
0.2612,3.84,0.72,4.32
0.2616,3.84,0.72,4.32
0.262,3.76,0.72,4.4
0.2624,3.84,0.72,4.4
0.26280000000000003,3.76,0.72,4.4
0.2632,3.76,0.72,4.48
0.2636,3.76,0.72,4.48
0.264,3.76,0.72,4.48
0.2644,3.76,0.72,4.48
0.26480000000000004,3.76,0.72,4.5600000000000005
0.2652,3.76,0.72,4.5600000000000005
0.2656,3.76,0.72,4.5600000000000005
0.266,3.76,0.72,4.64
0.2664,3.76,0.72,4.64
0.26680000000000004,3.68,0.72,4.64
0.2672,3.68,0.72,4.72
0.2676,3.68,0.72,4.72
0.268,3.68,0.72,4.72
0.2684,3.68,0.72,4.72
0.26880000000000004,3.68,0.72,4.72
0.2692,3.68,0.72,4.8
0.2696,3.68,0.72,4.8
0.27,3.68,0.72,4.8
0.27040000000000003,3.68,0.72,4.8
0.27080000000000004,3.68,0.72,4.88
0.2712,3.68,0.72,4.88
0.2716,3.68,0.72,4.96
0.272,3.68,0.72,4.96
0.27240000000000003,3.68,0.72,4.96
0.2728,3.6,0.72,4.96
0.2732,3.6,0.72,4.96
0.2736,3.6,0.72,5.04
0.27399999999999997,3.6,0.72,5.04
0.27440000000000003,3.6,0.72,5.04
0.2748,3.6,0.72,5.12
0.2752,3.6,0.72,5.12
0.2756,3.6,0.72,5.12
0.276,3.6,0.72,5.2
0.27640000000000003,3.6,0.72,5.2
0.2768,3.52,0.72,5.2
0.2772,3.52,0.72,5.2
0.2776,3.52,0.72,5.28
0.278,3.52,0.72,5.28
0.27840000000000004,3.52,0.72,5.28
0.2788,3.52,0.72,5.28
0.2792,3.52,0.72,5.36
0.2796,3.52,0.72,5.36
0.28,3.52,0.72,5.44
0.28040000000000004,3.52,0.72,5.44
0.2808,3.52,0.72,5.44
0.2812,3.44,0.72,5.44
0.2816,3.52,0.72,5.44
0.28200000000000003,3.44,0.72,5.44
0.28240000000000004,3.44,0.72,5.5200000000000005
0.2828,3.44,0.72,5.5200000000000005
0.2832,3.44,0.72,5.5200000000000005
0.2836,3.44,0.72,5.6000000000000005
0.28400000000000003,3.44,0.72,5.6000000000000005
0.2844,3.44,0.72,5.6000000000000005
0.2848,3.44,0.72,5.6000000000000005
0.2852,3.44,0.72,5.68
0.2856,3.44,0.72,5.68
0.28600000000000003,3.44,0.72,5.68
0.2864,3.44,0.72,5.68
0.2868,3.44,0.72,5.76
0.2872,3.44,0.72,5.76
0.2876,3.36,0.72,5.76
0.28800000000000003,3.36,0.72,5.84
0.2884,3.36,0.72,5.84
0.2888,3.36,0.72,5.84
0.2892,3.36,0.72,5.92
0.2896,3.36,0.72,5.92
0.29000000000000004,3.36,0.72,5.92
0.2904,3.36,0.72,5.92
0.2908,3.36,0.72,6.0
0.2912,3.36,0.72,6.0
0.2916,3.36,0.72,6.0
0.29200000000000004,3.28,0.72,6.08
0.2924,3.28,0.72,6.08
0.2928,3.28,0.72,6.08
0.2932,3.28,0.72,6.08
0.2936,3.28,0.72,6.16
0.29400000000000004,3.28,0.72,6.16
0.2944,3.28,0.72,6.16
0.2948,3.28,0.72,6.16
0.2952,3.28,0.72,6.16
0.29560000000000003,3.28,0.72,6.24
0.29600000000000004,3.28,0.72,6.24
0.2964,3.28,0.72,6.24
0.2968,3.28,0.72,6.24
0.2972,3.2,0.72,6.32
0.29760000000000003,3.2,0.72,6.32
0.298,3.2,0.72,6.32
0.2984,3.2,0.72,6.4
0.2988,3.2,0.72,6.4
0.2992,3.2,0.72,6.4
0.29960000000000003,3.2,0.72,6.4
0.3,3.2,0.72,6.48
0.3004,3.2,0.72,6.48
0.3008,3.2,0.72,6.48
0.3012,3.2,0.72,6.5600000000000005
0.30160000000000003,3.2,0.72,6.5600000000000005
0.302,3.2,0.72,6.5600000000000005
0.3024,3.2,0.72,6.5600000000000005
0.3028,3.12,0.72,6.6400000000000015
0.3032,3.12,0.72,6.6400000000000015
0.30360000000000004,3.12,0.72,6.6400000000000015
0.304,3.12,0.72,6.6400000000000015
0.3044,3.12,0.72,6.72
0.3048,3.12,0.72,6.72
0.3052,3.12,0.72,6.8
0.30560000000000004,3.12,0.72,6.8
0.306,3.12,0.72,6.8
0.3064,3.12,0.72,6.8
0.3068,3.12,0.72,6.88
0.30720000000000003,3.04,0.72,6.88
0.30760000000000004,3.04,0.72,6.88
0.308,3.04,0.72,6.88
0.3084,3.04,0.72,6.88
0.3088,3.04,0.72,6.88
0.30920000000000003,3.04,0.72,6.96
0.30960000000000004,3.04,0.72,6.96
0.31,3.04,0.72,6.96
0.3104,3.04,0.72,7.04
0.3108,3.04,0.72,7.04
0.31120000000000003,3.04,0.72,7.12
0.3116,2.96,0.72,7.12
0.312,2.96,0.72,7.12
0.3124,2.96,0.72,7.12
0.3128,2.96,0.72,7.12
0.31320000000000003,2.96,0.72,7.2
0.3136,2.96,0.72,7.2
0.314,2.96,0.72,7.2
0.3144,2.96,0.72,7.28
0.3148,2.96,0.72,7.28
0.31520000000000004,2.96,0.72,7.28
0.3156,2.96,0.72,7.28
0.316,2.88,0.72,7.36
0.3164,2.88,0.72,7.36
0.3168,2.88,0.72,7.36
0.31720000000000004,2.88,0.72,7.44
0.3176,2.88,0.72,7.44
0.318,2.88,0.72,7.44
0.3184,2.88,0.72,7.44
0.31880000000000003,2.88,0.72,7.52
0.31920000000000004,2.88,0.72,7.52
0.3196,2.88,0.72,7.52
0.32,2.88,0.72,7.6
0.3204,2.88,0.72,7.6
0.32080000000000003,2.88,0.72,7.6
0.32120000000000004,2.88,0.72,7.6
0.3216,2.88,0.72,7.68
0.322,2.8000000000000003,0.72,7.68
0.3224,2.8000000000000003,0.72,7.68
0.32280000000000003,2.8000000000000003,0.72,7.68
0.32320000000000004,2.8000000000000003,0.72,7.76
0.3236,2.8000000000000003,0.72,7.76
0.324,2.8000000000000003,0.72,7.84
0.3244,2.8000000000000003,0.72,7.84
0.32480000000000003,2.8000000000000003,0.72,7.84
0.3252,2.8000000000000003,0.72,7.84
0.3256,2.8000000000000003,0.72,7.84
0.326,2.8000000000000003,0.72,7.92
0.3264,2.8000000000000003,0.72,7.92
0.32680000000000003,2.72,0.72,7.92
0.3272,2.72,0.72,8.0
0.3276,2.72,0.72,8.0
0.32799999999999996,2.72,0.72,8.0
0.3284,2.72,0.72,8.08
0.32880000000000004,2.72,0.72,8.08
0.3292,2.72,0.72,8.08
0.3296,2.72,0.72,8.08
0.33,2.72,0.72,8.16
0.3304,2.72,0.72,8.16
0.33080000000000004,2.72,0.72,8.16
0.3312,2.64,0.72,8.16
0.3316,2.64,0.72,8.16
0.332,2.64,0.72,8.24
0.33240000000000003,2.64,0.72,8.24
0.33280000000000004,2.64,0.72,8.24
0.3332,2.64,0.72,8.32
0.3336,2.64,0.72,8.32
0.33399999999999996,2.64,0.72,8.32
0.33440000000000003,2.64,0.72,8.32
0.33480000000000004,2.64,0.72,8.4
0.3352,2.64,0.72,8.4
0.3356,2.64,0.72,8.4
0.336,2.64,0.72,8.48
0.33640000000000003,2.64,0.72,8.48
0.33680000000000004,2.64,0.72,8.48
0.3372,2.56,0.72,8.56
0.3376,2.56,0.72,8.56
0.33799999999999997,2.56,0.72,8.56
0.33840000000000003,2.56,0.72,8.56
0.3388,2.56,0.72,8.64
0.3392,2.56,0.72,8.64
0.3396,2.56,0.72,8.64
0.34,2.56,0.72,8.64
0.34040000000000004,2.56,0.72,8.72
0.3408,2.56,0.72,8.72
0.3412,2.56,0.72,8.72
0.3416,2.56,0.72,8.8
0.342,2.56,0.72,8.8
0.34240000000000004,2.56,0.72,8.8
0.3428,2.48,0.72,8.8
0.3432,2.48,0.72,8.88
0.3436,2.48,0.72,8.88
0.34400000000000003,2.48,0.72,8.88
0.34440000000000004,2.48,0.72,8.88
0.3448,2.48,0.72,8.96
0.3452,2.48,0.72,8.96
0.3456,2.48,0.72,8.96
0.34600000000000003,2.48,0.72,8.96
0.34640000000000004,2.4,0.72,9.04
0.3468,2.4,0.72,9.04
0.3472,2.4,0.72,9.04
0.3476,2.4,0.72,9.04
0.34800000000000003,2.4,0.72,9.12
0.34840000000000004,2.4,0.72,9.12
0.3488,2.4,0.72,9.12
0.3492,2.4,0.72,9.2
0.3496,2.4,0.72,9.2
0.35000000000000003,2.4,0.72,9.2
0.3504,2.4,0.72,9.28
0.3508,2.4,0.72,9.28
0.3512,2.4,0.72,9.28
0.3516,2.4,0.72,9.28
0.35200000000000004,2.32,0.72,9.36
0.3524,2.4,0.72,9.36
0.3528,2.32,0.72,9.36
0.3532,2.32,0.72,9.44
0.3536,2.32,0.72,9.44
0.35400000000000004,2.32,0.72,9.44
0.3544,2.32,0.72,9.52
0.3548,2.32,0.72,9.52
0.3552,2.32,0.72,9.52
0.3556,2.32,0.72,9.52
0.35600000000000004,2.32,0.72,9.6
0.3564,2.32,0.72,9.6
0.3568,2.24,0.72,9.6
0.3572,2.32,0.72,9.6
0.35760000000000003,2.24,0.72,9.6
0.35800000000000004,2.24,0.72,9.68
0.3584,2.24,0.72,9.68
0.3588,2.24,0.72,9.68
0.3592,2.24,0.72,9.76
0.35960000000000003,2.24,0.72,9.76
0.36000000000000004,2.24,0.72,9.76
0.3604,2.24,0.72,9.76
0.3608,2.24,0.72,9.84
0.3612,2.16,0.72,9.84
0.3616,2.16,0.72,9.84
0.362,2.16,0.72,9.84
0.3624,2.16,0.72,9.92
0.3628,2.16,0.72,9.92
0.3632,2.16,0.72,9.92
0.3636,2.16,0.72,10.0
0.364,2.16,0.72,10.0
0.3644,2.16,0.72,10.0
0.3648,2.16,0.72,10.08
0.3652,2.16,0.72,10.08
0.3656,2.16,0.72,10.08
0.366,2.08,0.72,10.08
0.3664,2.08,0.72,10.16
0.3668,2.08,0.72,10.16
0.3672,2.08,0.72,10.16
0.3676,2.08,0.72,10.24
0.368,2.08,0.72,10.24
0.3684,2.08,0.72,10.24
0.3688,2.08,0.72,10.32
0.3692,2.08,0.72,10.32
0.3696,2.08,0.72,10.32
0.37,2.08,0.72,10.32
0.3704,2.08,0.72,10.32
0.3708,2.08,0.72,10.4
0.3712,2.08,0.72,10.4
0.3716,2.08,0.72,10.48
0.37200000000000005,2.0,0.72,10.48
0.3724,2.0,0.72,10.48
0.3728,2.0,0.72,10.48
0.3732,2.0,0.72,10.56
0.3736,2.0,0.72,10.56
0.374,2.0,0.72,10.56
0.3744,2.0,0.72,10.56
0.3748,2.0,0.72,10.64
0.3752,2.0,0.72,10.64
0.3756,2.0,0.72,10.64
0.376,2.0,0.72,10.64
0.3764,1.92,0.72,10.72
0.3768,1.92,0.72,10.72
0.3772,1.92,0.72,10.8
0.3776,1.92,0.72,10.8
0.37799999999999995,1.92,0.72,10.8
0.3784,1.92,0.64,10.8
0.3788,1.92,0.72,10.8
0.3792,1.92,0.72,10.88
0.3796,1.92,0.72,10.88
0.38,1.92,0.72,10.96
0.3804,1.84,0.72,10.96
0.3808,1.84,0.72,10.96
0.3812,1.84,0.72,10.96
0.3816,1.84,0.72,11.04
0.382,1.84,0.72,11.04
0.3824,1.84,0.72,11.04
0.3828,1.84,0.72,11.04
0.3832,1.84,0.72,11.04
0.3836,1.84,0.72,11.04
0.384,1.84,0.72,11.12
0.3844,1.84,0.72,11.12
0.3848,1.84,0.72,11.2
0.3852,1.84,0.72,11.2
0.3856,1.84,0.72,11.2
0.386,1.84,0.72,11.2
0.3864,1.84,0.72,11.28
0.3868,1.84,0.72,11.28
0.3872,1.76,0.72,11.28
0.3876,1.76,0.72,11.28
0.38799999999999996,1.76,0.72,11.36
0.3884,1.76,0.72,11.36
0.3888,1.76,0.72,11.36
0.3892000000000001,1.76,0.72,11.44
0.3896,1.76,0.72,11.44
0.39,1.76,0.72,11.44
0.3904,1.76,0.72,11.52
0.3908,1.76,0.72,11.52
0.3912,1.76,0.72,11.52
0.3916,1.76,0.72,11.52
0.392,1.68,0.72,11.6
0.3924,1.68,0.72,11.6
0.3928,1.68,0.72,11.6
0.3932,1.68,0.72,11.6
0.3936,1.68,0.72,11.68
0.39399999999999996,1.68,0.72,11.68
0.3944,1.68,0.72,11.68
0.3948,1.68,0.72,11.76
0.3952,1.68,0.72,11.76
0.3956,1.68,0.72,11.76
0.396,1.6,0.72,11.76
0.3964,1.6,0.72,11.76
0.3968,1.6,0.72,11.76
0.3972,1.6,0.72,11.84
0.3976,1.6,0.72,11.84
0.39799999999999996,1.6,0.72,11.92
0.3984,1.6,0.72,11.92
0.3988,1.6,0.72,11.92
0.3992,1.6,0.72,11.92
0.3996,1.6,0.72,12.0
0.4,1.6,0.72,12.0
0.4004,1.6,0.72,12.0
0.4008000000000001,1.6,0.72,12.0
0.4012,1.6,0.72,12.08
0.4016,1.6,0.72,12.08
0.402,1.6,0.72,12.08
0.4024,1.6,0.72,12.16
0.4028000000000001,1.52,0.72,12.16
0.4032,1.52,0.72,12.16
0.4036,1.52,0.72,12.16
0.40399999999999997,1.52,0.72,12.24
0.4044,1.52,0.72,12.24
0.4048,1.52,0.72,12.24
0.4052,1.52,0.72,12.24
0.4056,1.52,0.72,12.32
0.406,1.52,0.72,12.32
0.4064,1.52,0.72,12.32
0.4068,1.44,0.72,12.4
0.4072,1.52,0.72,12.4
0.4076,1.44,0.72,12.4
0.408,1.44,0.72,12.48
0.4084,1.44,0.72,12.48
0.4088,1.44,0.72,12.48
0.4092,1.44,0.72,12.48
0.4096,1.44,0.72,12.48
0.41,1.44,0.72,12.48
0.4104,1.44,0.72,12.56
0.4108,1.36,0.72,12.56
0.4112,1.36,0.72,12.56
0.4116,1.36,0.72,12.64
0.412,1.36,0.72,12.64
0.4124,1.36,0.72,12.64
0.4128,1.36,0.72,12.72
0.4132,1.36,0.72,12.72
0.4136,1.36,0.72,12.72
0.414,1.36,0.72,12.72
0.4144000000000001,1.36,0.72,12.8
0.4148,1.36,0.72,12.8
0.4152,1.28,0.72,12.8
0.4156,1.28,0.72,12.8
0.416,1.28,0.72,12.88
0.4164,1.28,0.72,12.88
0.4168,1.28,0.72,12.88
0.4172,1.28,0.72,12.96
0.4176,1.28,0.72,12.96
0.418,1.28,0.72,12.96
0.4184,1.28,0.64,12.96
0.4188,1.28,0.64,12.96
0.4192,1.28,0.72,13.04
0.4196,1.28,0.72,13.04
0.42,1.28,0.72,13.04
0.4204,1.28,0.72,13.12
0.4208,1.28,0.72,13.12
0.4212,1.28,0.72,13.12
0.4216,1.28,0.64,13.2
0.422,1.28,0.72,13.2
0.4224,1.2,0.72,13.2
0.4228,1.2,0.64,13.2
0.4232,1.2,0.64,13.28
0.4236,1.2,0.64,13.28
0.424,1.2,0.72,13.28
0.4244,1.2,0.72,13.28
0.4248,1.2,0.64,13.36
0.4252,1.2,0.72,13.36
0.4256,1.2,0.64,13.36
0.4260000000000001,1.2,0.64,13.44
0.4264,1.2,0.64,13.44
0.4268,1.12,0.64,13.44
0.4272,1.12,0.64,13.44
0.4276,1.12,0.64,13.44
0.4280000000000001,1.12,0.64,13.52
0.4284,1.12,0.64,13.52
0.4288,1.12,0.64,13.52
0.4292,1.12,0.64,13.6
0.4296,1.12,0.64,13.6
0.43,1.12,0.64,13.6
0.4304,1.12,0.64,13.68
0.4308,1.12,0.64,13.68
0.4312,1.12,0.64,13.68
0.4316,1.04,0.64,13.68
0.43200000000000005,1.04,0.64,13.76
0.4324,1.04,0.64,13.76
0.4328,1.04,0.64,13.76
0.4332,1.04,0.64,13.76
0.4336,1.04,0.64,13.84
0.434,1.04,0.64,13.84
0.4344,1.04,0.64,13.84
0.4348,1.04,0.64,13.84
0.4352,1.04,0.64,13.84
0.4356,1.04,0.64,13.92
0.436,1.04,0.64,13.92
0.4364,1.04,0.64,13.92
0.4368,1.04,0.64,13.92
0.4372,0.96,0.64,14.0
0.4376,0.96,0.64,14.0
0.43799999999999994,0.96,0.64,14.0
0.4384,0.96,0.64,14.0
0.4388,0.96,0.64,14.08
0.4392,0.96,0.64,14.08
0.4396000000000001,0.96,0.64,14.08
0.44,0.96,0.64,14.08
0.4404,0.96,0.64,14.16
0.4408,0.96,0.64,14.16
0.4412,0.96,0.64,14.16
0.4416000000000001,0.88,0.64,14.16
0.442,0.88,0.64,14.24
0.4424,0.88,0.64,14.24
0.4428,0.88,0.64,14.24
0.4432,0.88,0.64,14.24
0.4436,0.88,0.64,14.32
0.444,0.88,0.64,14.32
0.4444,0.88,0.64,14.32
0.4448,0.88,0.64,14.4
0.4452,0.88,0.64,14.4
0.4456,0.88,0.64,14.4
0.446,0.88,0.64,14.4
0.4464,0.8,0.64,14.4
0.4468,0.8,0.64,14.48
0.4472,0.8,0.64,14.48
0.4476,0.8,0.64,14.48
0.44799999999999995,0.8,0.64,14.48
0.4484,0.8,0.64,14.56
0.4488,0.8,0.64,14.56
0.4492,0.8,0.64,14.56
0.4496,0.8,0.64,14.56
0.45,0.8,0.64,14.64
0.4504,0.8,0.64,14.64
0.4508,0.8,0.64,14.64
0.4512000000000001,0.8,0.64,14.64
0.4516,0.8,0.64,14.64
0.452,0.72,0.64,14.64
0.4524,0.72,0.64,14.72
0.4528,0.72,0.64,14.72
0.4532000000000001,0.72,0.64,14.72
0.4536,0.72,0.64,14.72
0.45399999999999996,0.72,0.64,14.8
0.4544,0.72,0.64,14.8
0.4548,0.72,0.64,14.8
0.4552000000000001,0.72,0.64,14.8
0.4556,0.72,0.64,14.8
0.456,0.72,0.64,14.88
0.4564,0.72,0.64,14.88
0.4568,0.64,0.64,14.88
0.4572,0.64,0.64,14.88
0.4576,0.64,0.64,14.96
0.45799999999999996,0.64,0.64,14.96
0.4584,0.64,0.64,14.96
0.4588,0.64,0.64,14.96
0.4592,0.64,0.64,14.96
0.4596,0.64,0.64,14.96
0.46,0.64,0.64,15.04
0.4604,0.64,0.64,15.04
0.4608,0.64,0.64,15.04
0.4612,0.56,0.64,15.04
0.4616,0.64,0.64,15.04
0.462,0.56,0.64,15.12
0.4624,0.56,0.64,15.12
0.4628,0.56,0.64,15.12
0.4632,0.56,0.64,15.12
0.4636,0.56,0.56,15.12
0.46399999999999997,0.56,0.56,15.12
0.4644,0.56,0.64,15.12
0.4648000000000001,0.56,0.56,15.12
0.4652,0.56,0.56,15.12
0.4656,0.56,0.56,15.12
0.466,0.48,0.56,15.12
0.4664,0.48,0.56,15.12
0.4668000000000001,0.48,0.56,15.12
0.4672,0.48,0.56,15.2
0.4676,0.48,0.56,15.2
0.46799999999999997,0.48,0.56,15.12
0.4684,0.48,0.56,15.12
0.4688000000000001,0.48,0.56,15.12
0.4692,0.48,0.56,15.12
0.4696,0.48,0.56,15.2
0.47,0.48,0.56,15.2
0.4704,0.48,0.48,15.2
0.4708,0.48,0.48,15.2
0.4712,0.48,0.48,15.2
0.4716,0.48,0.48,15.2
0.472,0.48,0.48,15.12
0.4724,0.4,0.48,15.2
0.4728,0.4,0.48,15.12
0.4732,0.4,0.48,15.2
0.4736,0.4,0.48,15.2
0.474,0.4,0.48,15.2
0.4744,0.4,0.48,15.2
0.4748,0.4,0.48,15.2
0.4752,0.4,0.4,15.2
0.4756,0.4,0.4,15.2
0.476,0.4,0.4,15.12
0.4764000000000001,0.4,0.4,15.2
0.4768,0.4,0.4,15.2
0.4772,0.4,0.4,15.2
0.4776,0.32,0.4,15.2
0.478,0.32,0.4,15.12
0.4784000000000001,0.32,0.4,15.2
0.4788,0.32,0.4,15.2
0.4792,0.32,0.4,15.2
0.4796,0.32,0.4,15.2
0.48,0.32,0.32,15.2
0.4804000000000001,0.32,0.32,15.2
0.4808,0.32,0.32,15.2
0.4812,0.32,0.32,15.2
0.4816,0.32,0.32,15.2
0.482,0.32,0.32,15.2
0.4824,0.24,0.32,15.2
0.4828,0.24,0.32,15.2
0.4832,0.24,0.32,15.2
0.4836,0.24,0.32,15.2
0.484,0.24,0.32,15.2
0.4844,0.24,0.32,15.2
0.4848,0.24,0.32,15.2
0.4852,0.24,0.32,15.2
0.4856,0.24,0.32,15.2
0.486,0.24,0.24,15.2
0.4864,0.24,0.32,15.2
0.4868,0.24,0.24,15.12
0.4872,0.24,0.24,15.2
0.4876,0.24,0.24,15.2
0.488,0.16,0.24,15.2
0.4884,0.16,0.24,15.2
0.4888,0.16,0.24,15.2
0.4892,0.16,0.24,15.2
0.4896,0.16,0.24,15.12
0.4900000000000001,0.16,0.24,15.12
0.4904,0.16,0.24,15.12
0.4908,0.16,0.16,15.2
0.4912,0.16,0.24,15.2
0.4916,0.16,0.16,15.12
0.4920000000000001,0.16,0.16,15.12
0.4924,0.16,0.16,15.2
0.4928,0.08,0.16,15.2
0.4932,0.08,0.16,15.2
0.4936,0.08,0.16,15.2
0.4940000000000001,0.08,0.16,15.2
0.4944,0.08,0.16,15.2
0.4948,0.08,0.16,15.12
0.4952,0.08,0.16,15.2
0.4956,0.08,0.16,15.2
0.496,0.08,0.16,15.2
0.4964,0.08,0.08,15.2
0.4968,0.0,0.08,15.12
0.4972,0.08,0.08,15.2
0.4976,0.0,0.08,15.2
0.498,0.0,0.08,15.2
0.4984,0.0,0.08,15.2
0.4988,0.0,0.08,15.12
0.4992,0.0,0.08,15.2
0.4996,0.0,0.08,15.2
0.5,0.0,0.08,15.2
0.5004000000000001,0.0,0.08,15.2
0.5008,0.0,0.08,15.2
0.5012,0.0,0.08,15.2
0.5016,0.0,0.08,15.2
0.502,0.0,0.08,15.2
0.5024000000000001,0.0,0.08,15.2
0.5028,0.0,0.08,15.2
0.5032,0.0,0.08,15.12
0.5036,0.08,0.08,15.2
0.504,0.08,0.08,15.2
0.5044000000000001,0.08,0.08,15.2
0.5048,0.08,0.16,15.2
0.5052,0.08,0.16,15.2
0.5056,0.08,0.16,15.2
0.506,0.08,0.16,15.2
0.5064000000000001,0.08,0.16,15.12
0.5068,0.08,0.16,15.2
0.5072,0.08,0.16,15.2
0.5076,0.08,0.16,15.2
0.508,0.16,0.16,15.2
0.5084000000000001,0.16,0.16,15.2
0.5088,0.16,0.16,15.2
0.5092,0.16,0.16,15.2
0.5096,0.16,0.24,15.2
0.51,0.16,0.24,15.2
0.5104000000000001,0.16,0.24,15.2
